Date,Category,Product,Quantity,Unit Price,Discount %,Revenue,Shipping Cost,Profit,Region,Salesperson,Customer ID,Return Status
2024-06-10,Furniture,Office Chair,18,$247.06,20%,"$3,557.66",$13.46,"$1,458.64",North,Frank,CUST0053,No
2024-06-11,Groceries,Chocolate,17,$12.78,5%,$206.40,$42.04,$47.88,West,Hank,CUST0067,No
2024-06-11,Furniture,Dining Table,16,$924.36,5%,"$14,050.27",$11.54,"$8,299.87",West,Grace,CUST0105,No
2024-06-11,Groceries,Pasta,1,$2.29,0%,$2.29,$14.24,-$13.01,South,Eve,CUST0068,No
2024-06-12,Sports,Running Shoes,19,$191.00,20%,"$2,903.20",$30.86,$977.83,North,Hank,CUST0106,No
2024-06-12,Groceries,Cheese,19,$6.89,0%,$130.91,$42.57,$19.10,North,Diana,CUST0181,No
2024-06-12,Electronics,Laptop,13,"$1,269.83",0%,"$16,507.79",$27.12,"$6,163.81",South,Hank,CUST0009,Yes
2024-06-13,Furniture,Standing Desk,3,$651.95,0%,"$1,955.85",$23.44,$730.09,East,Grace,CUST0197,Yes
2024-06-13,Clothing,Jacket,2,$80.95,20%,$129.52,$34.56,$19.89,West,Alice,CUST0040,No
2024-06-13,Furniture,Standing Desk,13,$683.43,0%,"$8,884.59",$28.46,"$5,255.81",Central,Eve,CUST0125,No
2024-06-13,Electronics,Smartphone,13,$781.14,0%,"$10,154.82",$32.78,"$4,686.53",North,Carlos,CUST0169,No
2024-06-14,Clothing,Dress,3,$39.96,10%,$107.89,$5.99,$45.35,South,Carlos,CUST0047,No
2024-06-14,Electronics,Webcam,17,$72.83,10%,"$1,114.30",$12.35,$531.23,Central,Alice,CUST0154,No
2024-06-14,Clothing,Sneakers,12,$193.57,20%,"$1,858.27",$25.20,$548.48,East,Bob,CUST0171,No
2024-06-14,Clothing,Sneakers,7,$199.88,10%,"$1,259.24",$42.51,$606.76,Central,Bob,CUST0077,No
2024-06-15,Furniture,Dining Table,6,$970.51,0%,"$5,823.06",$44.32,"$3,258.42",South,Eve,CUST0104,No
2024-06-15,Clothing,Dress,19,$82.94,15%,"$1,339.48",$29.71,$565.46,West,Diana,CUST0034,Yes
2024-06-15,Clothing,Jeans,5,$101.86,0%,$509.30,$44.19,$114.10,North,Grace,CUST0150,Yes
2024-06-16,Electronics,Tablet,20,$382.02,0%,"$7,640.40",$24.44,"$3,476.83",East,Carlos,CUST0083,No
2024-06-16,Electronics,Webcam,17,$120.30,5%,"$1,942.84",$5.48,"$1,126.15",South,Bob,CUST0153,No
2024-06-17,Electronics,Laptop,6,"$1,073.48",0%,"$6,440.88",$48.04,"$3,667.81",South,Hank,CUST0039,No
2024-06-18,Furniture,Sofa,20,"$1,095.73",20%,"$17,531.68",$37.87,"$6,962.80",North,Grace,CUST0073,No
2024-06-19,Clothing,Jeans,6,$60.39,15%,$307.99,$8.61,$132.52,West,Alice,CUST0121,No
2024-06-19,Sports,Bicycle Helmet,11,$88.43,5%,$924.09,$35.37,$477.71,Central,Carlos,CUST0041,No
2024-06-19,Electronics,Laptop,12,$899.57,10%,"$9,715.36",$4.37,"$2,928.43",South,Hank,CUST0068,No
2024-06-19,Furniture,Sofa,19,"$1,318.94",5%,"$23,806.87",$4.08,"$8,637.93",Central,Grace,CUST0128,Yes
2024-06-20,Furniture,Sofa,13,"$1,428.02",15%,"$15,779.62",$20.67,"$6,214.35",West,Hank,CUST0053,No
2024-06-20,Sports,Yoga Mat,6,$40.77,0%,$244.62,$28.75,$48.89,South,Bob,CUST0018,No
2024-06-20,Groceries,Coffee Beans,10,$16.38,5%,$155.61,$32.69,$53.91,East,Grace,CUST0162,No
2024-06-21,Groceries,Olive Oil,11,$6.38,0%,$70.18,$5.01,$27.39,West,Grace,CUST0128,Yes
2024-06-21,Electronics,Headphones,15,$117.73,15%,"$1,501.06",$22.05,$470.54,Central,Diana,CUST0168,No
2024-06-21,Sports,Running Shoes,14,$65.90,0%,$922.60,$14.50,$326.92,West,Alice,CUST0189,Yes
2024-06-21,Electronics,Smartphone,8,$327.01,0%,"$2,616.08",$24.50,"$1,274.22",West,Grace,CUST0010,No
2024-06-21,Sports,Running Shoes,10,$68.78,10%,$619.02,$28.07,$250.01,Central,Carlos,CUST0044,No
2024-06-22,Sports,Running Shoes,20,$79.21,10%,"$1,425.78",$27.24,$729.13,East,Diana,CUST0168,No
2024-06-22,Electronics,Tablet,16,$501.41,0%,"$8,022.56",$32.23,"$3,360.54",East,Diana,CUST0132,No
2024-06-23,Electronics,Laptop,11,"$1,006.44",0%,"$11,070.84",$47.73,"$6,348.34",South,Bob,CUST0141,No
2024-06-23,Clothing,Sneakers,17,$63.29,5%,"$1,022.13",$29.60,$340.66,Central,Grace,CUST0159,No
2024-06-23,Sports,Tennis Racket,20,$87.61,15%,"$1,489.37",$24.52,$703.46,East,Hank,CUST0085,No
2024-06-24,Electronics,Monitor,17,$225.00,20%,"$3,060.00",$21.54,"$1,805.36",North,Carlos,CUST0103,No
2024-06-24,Clothing,T-Shirt,4,$13.38,10%,$48.17,$17.03,-$2.09,North,Diana,CUST0077,No
2024-06-24,Sports,Dumbbells,13,$102.89,15%,"$1,136.93",$9.51,$374.33,North,Carlos,CUST0045,No
2024-06-25,Electronics,Laptop,18,"$1,128.13",0%,"$20,306.34",$32.73,"$10,075.95",North,Carlos,CUST0023,No
2024-06-26,Electronics,Smartphone,10,$962.75,10%,"$8,664.75",$38.15,"$3,675.71",North,Alice,CUST0013,No
2024-06-26,Electronics,Laptop,14,$972.34,0%,"$13,612.76",$14.38,"$5,663.75",East,Bob,CUST0001,Yes
2024-06-26,Groceries,Cheese,18,$7.90,15%,$120.87,$46.20,-$7.43,West,Eve,CUST0036,No
2024-06-27,Clothing,Dress,14,$40.91,15%,$486.83,$47.20,$145.98,East,Grace,CUST0141,No
2024-06-27,Furniture,Sofa,20,$572.21,0%,"$11,444.20",$45.00,"$4,749.93",East,Hank,CUST0177,No
2024-06-28,Groceries,Chocolate,13,$4.71,5%,$58.17,$47.86,-$21.03,East,Diana,CUST0018,No
2024-06-28,Clothing,T-Shirt,5,$32.75,0%,$163.75,$43.40,$42.53,South,Alice,CUST0101,No
2024-06-28,Groceries,Cheese,10,$21.93,10%,$197.37,$28.25,$57.44,West,Eve,CUST0117,No
2024-06-28,Sports,Tennis Racket,14,$196.86,0%,"$2,756.04",$27.11,"$1,208.12",Central,Bob,CUST0091,No
2024-06-28,Clothing,Sneakers,16,$178.47,15%,"$2,427.19",$10.95,"$1,062.91",West,Alice,CUST0172,No
2024-06-28,Electronics,Tablet,9,$370.85,5%,"$3,170.77",$48.65,$988.41,Central,Diana,CUST0098,No
2024-06-28,Electronics,Tablet,13,$235.65,0%,"$3,063.45",$15.00,"$1,725.18",East,Eve,CUST0018,No
2024-06-29,Furniture,Sofa,1,$883.50,5%,$839.32,$39.46,$260.98,North,Eve,CUST0047,No
2024-06-30,Groceries,Olive Oil,18,$18.12,0%,$326.16,$44.20,$68.51,East,Grace,CUST0008,No
2024-06-30,Furniture,Standing Desk,3,$215.87,5%,$615.23,$24.81,$173.12,East,Diana,CUST0152,Yes
2024-06-30,Furniture,Bookshelf,5,$75.36,0%,$376.80,$3.10,$174.98,South,Eve,CUST0105,No
2024-06-30,Furniture,Dining Table,6,$468.04,5%,"$2,667.83",$36.20,$860.45,West,Alice,CUST0160,No
2024-06-30,Electronics,Headphones,5,$76.35,0%,$381.75,$42.84,$132.38,Central,Frank,CUST0185,No
2024-07-01,Groceries,Coffee Beans,18,$23.02,0%,$414.36,$33.72,$171.67,West,Carlos,CUST0187,Yes
2024-07-01,Sports,Bicycle Helmet,11,$97.52,20%,$858.18,$36.50,$320.42,East,Bob,CUST0022,No
2024-07-02,Furniture,Office Chair,2,$139.84,20%,$223.74,$6.21,$82.52,East,Carlos,CUST0078,No
2024-07-02,Clothing,Dress,17,$35.22,0%,$598.74,$8.35,$232.06,West,Alice,CUST0022,No
2024-07-02,Furniture,Bookshelf,10,$185.43,10%,"$1,668.87",$44.10,$705.54,Central,Eve,CUST0151,No
2024-07-02,Electronics,Smartphone,5,$515.13,20%,"$2,060.52",$10.01,"$1,111.39",South,Alice,CUST0056,No
2024-07-03,Sports,Yoga Mat,14,$44.07,10%,$555.28,$20.01,$252.76,East,Hank,CUST0050,Yes
2024-07-03,Furniture,Standing Desk,6,$402.61,15%,"$2,053.31",$21.06,$892.15,North,Diana,CUST0099,Yes
2024-07-03,Clothing,Sneakers,16,$50.91,5%,$773.83,$48.24,$275.41,Central,Eve,CUST0034,No
2024-07-03,Groceries,Chocolate,19,$3.09,20%,$46.97,$40.90,-$15.36,Central,Alice,CUST0025,No
2024-07-03,Groceries,Olive Oil,8,$6.82,15%,$46.38,$16.81,$10.86,South,Carlos,CUST0189,No
2024-07-05,Clothing,Jacket,18,$140.51,0%,"$2,529.18",$48.42,$731.82,Central,Diana,CUST0037,No
2024-07-05,Electronics,Monitor,3,$403.51,0%,"$1,210.53",$11.86,$488.98,East,Bob,CUST0175,No
2024-07-05,Electronics,Laptop,1,$802.55,5%,$762.42,$42.26,$322.72,East,Frank,CUST0191,No
2024-07-05,Sports,Dumbbells,1,$74.07,15%,$62.96,$18.43,$7.97,East,Bob,CUST0179,No
2024-07-06,Clothing,T-Shirt,18,$16.15,15%,$247.09,$31.71,$100.10,East,Diana,CUST0187,No
2024-07-07,Sports,Bicycle Helmet,12,$32.76,20%,$314.50,$5.05,$115.87,Central,Carlos,CUST0134,No
2024-07-07,Clothing,T-Shirt,9,$27.52,0%,$247.68,$42.18,$54.37,North,Eve,CUST0127,No
2024-07-07,Furniture,Sofa,7,$951.97,0%,"$6,663.79",$16.41,"$2,872.64",North,Frank,CUST0047,No
2024-07-07,Furniture,Dining Table,7,$561.64,5%,"$3,734.91",$4.89,"$1,901.85",East,Eve,CUST0115,No
2024-07-08,Sports,Bicycle Helmet,17,$87.89,0%,"$1,494.13",$7.08,$589.41,West,Frank,CUST0064,Yes
2024-07-08,Sports,Dumbbells,3,$32.93,15%,$83.97,$45.72,-$15.37,North,Grace,CUST0143,No
2024-07-09,Furniture,Standing Desk,17,$491.88,0%,"$8,361.96",$24.18,"$2,950.08",South,Diana,CUST0067,No
2024-07-09,Groceries,Chocolate,14,$7.67,10%,$96.64,$36.01,-$0.58,Central,Hank,CUST0190,No
2024-07-09,Sports,Tennis Racket,18,$166.39,5%,"$2,845.27",$18.19,"$1,206.19",Central,Grace,CUST0080,No
2024-07-09,Clothing,Dress,2,$67.31,0%,$134.62,$10.66,$53.98,North,Grace,CUST0009,No
2024-07-09,Sports,Dumbbells,7,$81.89,15%,$487.25,$49.43,$154.42,Central,Alice,CUST0114,No
2024-07-10,Groceries,Chocolate,5,$14.03,0%,$70.15,$4.13,$36.14,West,Frank,CUST0143,No
2024-07-10,Clothing,T-Shirt,16,$16.35,0%,$261.60,$18.82,$67.27,East,Carlos,CUST0120,Yes
2024-07-10,Furniture,Sofa,3,"$1,072.30",5%,"$3,056.05",$49.51,"$1,486.28",Central,Alice,CUST0119,No
2024-07-11,Groceries,Coffee Beans,15,$12.97,0%,$194.55,$42.21,$22.27,Central,Bob,CUST0127,No
2024-07-11,Furniture,Bookshelf,3,$73.14,0%,$219.42,$7.19,$75.71,North,Frank,CUST0033,No
2024-07-11,Sports,Yoga Mat,12,$30.23,0%,$362.76,$14.25,$114.43,North,Frank,CUST0016,No
2024-07-11,Electronics,Monitor,13,$419.63,0%,"$5,455.19",$33.34,"$3,013.80",East,Grace,CUST0024,No
2024-07-11,Sports,Tennis Racket,4,$73.57,15%,$250.14,$41.53,$90.76,South,Carlos,CUST0155,No
2024-07-11,Groceries,Pasta,16,$9.80,5%,$148.96,$16.93,$47.91,East,Alice,CUST0082,Yes
2024-07-11,Sports,Tennis Racket,2,$192.68,5%,$366.09,$45.73,$111.14,West,Carlos,CUST0016,No
2024-07-11,Groceries,Olive Oil,4,$18.57,20%,$59.42,$36.05,-$3.65,North,Bob,CUST0179,No
2024-07-12,Electronics,Tablet,8,$620.93,15%,"$4,222.32",$38.34,"$2,487.30",South,Bob,CUST0166,No
2024-07-12,Clothing,Jacket,19,$150.25,20%,"$2,283.80",$17.53,$686.26,North,Bob,CUST0093,No
2024-07-13,Sports,Bicycle Helmet,12,$83.62,0%,"$1,003.44",$31.77,$306.90,West,Hank,CUST0066,No
2024-07-13,Clothing,Jacket,19,$93.71,0%,"$1,780.49",$11.59,$658.15,South,Diana,CUST0189,No
2024-07-13,Clothing,Sneakers,14,$150.45,20%,"$1,685.04",$22.44,$848.01,West,Eve,CUST0154,No
2024-07-13,Clothing,Dress,3,$54.85,15%,$139.87,$48.46,$1.09,West,Carlos,CUST0157,No
2024-07-13,Furniture,Office Chair,4,$266.27,20%,$852.06,$18.38,$349.18,Central,Grace,CUST0110,No
2024-07-13,Groceries,Cheese,17,$6.17,20%,$83.91,$41.16,$3.84,West,Bob,CUST0191,No
2024-07-14,Groceries,Pasta,20,$6.47,5%,$122.93,$37.55,$26.84,North,Carlos,CUST0157,No
2024-07-14,Groceries,Cheese,11,$22.77,0%,$250.47,$35.29,$52.35,North,Eve,CUST0132,No
2024-07-15,Clothing,T-Shirt,18,$29.43,0%,$529.74,$3.36,$249.70,North,Bob,CUST0090,No
2024-07-15,Groceries,Olive Oil,12,$15.82,0%,$189.84,$28.54,$74.72,North,Bob,CUST0121,Yes
2024-07-15,Clothing,Jeans,6,$48.11,5%,$274.23,$41.25,$56.76,North,Bob,CUST0053,No
2024-07-16,Electronics,Laptop,13,$881.75,10%,"$10,316.48",$12.50,"$5,926.03",East,Alice,CUST0013,No
2024-07-16,Electronics,Laptop,16,"$1,011.95",0%,"$16,191.20",$33.73,"$6,111.21",South,Alice,CUST0148,No
2024-07-16,Clothing,Jeans,1,$69.81,0%,$69.81,$43.88,-$3.46,South,Diana,CUST0033,No
2024-07-16,Sports,Running Shoes,16,$120.06,5%,"$1,824.91",$27.09,$848.90,South,Eve,CUST0101,No
2024-07-17,Sports,Running Shoes,5,$154.16,15%,$655.18,$44.82,$305.48,East,Eve,CUST0149,No
2024-07-17,Furniture,Sofa,9,$433.14,10%,"$3,508.43",$26.52,"$1,899.11",Central,Carlos,CUST0017,No
2024-07-17,Clothing,Jacket,19,$129.21,10%,"$2,209.49",$48.13,$726.05,East,Hank,CUST0122,No
2024-07-17,Electronics,Laptop,11,$913.60,0%,"$10,049.60",$27.54,"$3,923.37",East,Alice,CUST0088,No
2024-07-17,Furniture,Office Chair,12,$124.96,0%,"$1,499.52",$38.16,$618.97,South,Bob,CUST0001,No
2024-07-18,Electronics,Headphones,19,$44.49,10%,$760.78,$47.38,$392.83,West,Eve,CUST0106,No
2024-07-18,Groceries,Chocolate,1,$8.73,10%,$7.86,$9.55,-$7.18,South,Diana,CUST0156,No
2024-07-18,Furniture,Standing Desk,6,$239.43,0%,"$1,436.58",$24.77,$472.28,North,Eve,CUST0059,No
2024-07-19,Electronics,Smartphone,4,$714.92,0%,"$2,859.68",$36.10,"$1,282.11",West,Hank,CUST0027,No
2024-07-19,Clothing,Sneakers,16,$129.94,0%,"$2,079.04",$18.66,$782.90,South,Alice,CUST0004,No
2024-07-20,Sports,Running Shoes,4,$177.56,0%,$710.24,$5.44,$316.26,North,Hank,CUST0090,No
2024-07-20,Clothing,Jacket,2,$110.10,5%,$209.19,$48.37,$52.57,Central,Diana,CUST0184,No
2024-07-21,Groceries,Coffee Beans,1,$16.27,0%,$16.27,$27.44,-$18.27,North,Alice,CUST0109,No
2024-07-21,Furniture,Dining Table,15,$907.58,10%,"$12,252.33",$19.71,"$6,110.14",Central,Bob,CUST0194,No
2024-07-21,Furniture,Dining Table,1,$532.47,20%,$425.98,$15.63,$157.22,Central,Frank,CUST0130,No
2024-07-22,Groceries,Pasta,11,$8.36,10%,$82.76,$47.13,-$16.22,West,Alice,CUST0012,No
2024-07-22,Groceries,Olive Oil,14,$7.10,0%,$99.40,$19.88,$13.80,East,Alice,CUST0035,No
2024-07-23,Groceries,Pasta,8,$7.78,0%,$62.24,$25.19,-$1.16,East,Bob,CUST0008,No
2024-07-23,Furniture,Office Chair,14,$393.05,0%,"$5,502.70",$35.71,"$2,816.99",Central,Frank,CUST0025,No
2024-07-23,Clothing,T-Shirt,13,$37.95,0%,$493.35,$49.48,$161.61,West,Hank,CUST0174,No
2024-07-24,Electronics,Smartphone,8,$399.18,0%,"$3,193.44",$27.04,"$1,218.76",East,Eve,CUST0171,No
2024-07-24,Groceries,Chocolate,6,$14.73,0%,$88.38,$20.09,$27.66,West,Bob,CUST0060,No
2024-07-24,Sports,Running Shoes,14,$148.20,0%,"$2,074.80",$14.56,$636.62,South,Grace,CUST0111,No
2024-07-25,Sports,Yoga Mat,5,$32.30,20%,$129.20,$14.05,$36.90,Central,Hank,CUST0190,Yes
2024-07-25,Sports,Tennis Racket,10,$137.86,0%,"$1,378.60",$9.75,$466.68,West,Grace,CUST0005,No
2024-07-25,Clothing,Sneakers,5,$60.72,10%,$273.24,$32.48,$127.43,North,Alice,CUST0166,No
2024-07-25,Clothing,T-Shirt,15,$23.85,15%,$304.09,$15.05,$123.70,East,Eve,CUST0036,No
2024-07-25,Furniture,Sofa,16,"$1,456.64",0%,"$23,306.24",$43.41,"$9,848.51",West,Alice,CUST0086,No
2024-07-26,Sports,Dumbbells,8,$107.66,0%,$861.28,$43.51,$361.47,Central,Eve,CUST0036,No
2024-07-26,Sports,Yoga Mat,18,$31.53,20%,$454.03,$12.15,$203.10,South,Grace,CUST0137,No
2024-07-27,Sports,Tennis Racket,9,$138.57,0%,"$1,247.13",$17.57,$539.41,South,Frank,CUST0101,Yes
2024-07-27,Groceries,Pasta,2,$5.63,0%,$11.26,$23.66,-$18.54,South,Frank,CUST0184,No
2024-07-27,Furniture,Bookshelf,17,$71.83,5%,"$1,160.05",$8.32,$660.76,East,Grace,CUST0019,No
2024-07-27,Sports,Bicycle Helmet,9,$89.01,20%,$640.87,$28.99,$173.13,North,Grace,CUST0003,No
2024-07-28,Groceries,Coffee Beans,20,$16.91,10%,$304.38,$35.61,$88.04,North,Grace,CUST0024,No
2024-07-28,Furniture,Sofa,20,$537.86,5%,"$10,219.34",$27.55,"$4,992.21",South,Diana,CUST0163,No
2024-07-28,Sports,Tennis Racket,13,$115.95,0%,"$1,507.35",$43.68,$601.01,East,Bob,CUST0127,No
2024-07-28,Clothing,Sneakers,20,$44.61,15%,$758.37,$34.58,$245.25,North,Grace,CUST0028,No
2024-07-29,Clothing,Jacket,6,$159.78,0%,$958.68,$23.10,$307.57,South,Bob,CUST0133,No
2024-07-29,Sports,Bicycle Helmet,7,$31.88,0%,$223.16,$45.83,$62.23,Central,Bob,CUST0117,No
2024-07-29,Clothing,Jeans,6,$70.83,10%,$382.48,$33.29,$155.36,East,Frank,CUST0006,No
2024-07-30,Sports,Dumbbells,8,$121.18,5%,$920.97,$26.29,$371.35,West,Diana,CUST0102,No
2024-07-30,Groceries,Chocolate,15,$11.16,15%,$142.29,$12.47,$45.80,South,Diana,CUST0126,No
2024-07-31,Electronics,Monitor,4,$176.73,20%,$565.54,$39.83,$278.69,West,Diana,CUST0026,No
2024-07-31,Clothing,Jeans,19,$118.99,0%,"$2,260.81",$6.22,$831.30,South,Frank,CUST0199,No
2024-07-31,Sports,Bicycle Helmet,20,$46.33,0%,$926.60,$19.83,$508.98,Central,Eve,CUST0082,No
2024-07-31,Clothing,Dress,2,$95.44,0%,$190.88,$46.65,$49.87,West,Bob,CUST0077,No
2024-08-01,Furniture,Standing Desk,4,$585.59,20%,"$1,873.89",$18.32,$927.60,East,Hank,CUST0009,No
2024-08-01,Electronics,Tablet,9,$486.84,0%,"$4,381.56",$30.97,"$1,749.23",South,Hank,CUST0192,No
2024-08-01,Clothing,Dress,14,$126.80,5%,"$1,686.44",$28.76,$677.14,South,Alice,CUST0039,No
2024-08-01,Clothing,T-Shirt,11,$48.91,0%,$538.01,$5.99,$200.28,East,Eve,CUST0175,No
2024-08-02,Electronics,Headphones,6,$214.11,5%,"$1,220.43",$31.81,$543.06,East,Bob,CUST0041,No
2024-08-02,Electronics,Smartphone,20,$698.52,20%,"$11,176.32",$48.13,"$5,707.52",North,Hank,CUST0104,No
2024-08-02,Electronics,Tablet,4,$546.90,0%,"$2,187.60",$24.15,"$1,273.48",South,Diana,CUST0140,No
2024-08-02,Furniture,Office Chair,10,$377.97,0%,"$3,779.70",$38.52,"$1,885.89",North,Diana,CUST0007,No
2024-08-02,Sports,Yoga Mat,4,$53.27,20%,$170.46,$12.76,$62.20,North,Diana,CUST0059,No
2024-08-02,Electronics,Laptop,10,"$1,164.40",0%,"$11,644.00",$30.15,"$5,865.87",South,Eve,CUST0071,No
2024-08-03,Furniture,Sofa,5,"$1,259.37",5%,"$5,982.01",$28.71,"$3,102.61",North,Carlos,CUST0010,No
2024-08-03,Groceries,Olive Oil,15,$12.68,0%,$190.20,$10.82,$64.32,East,Eve,CUST0175,No
2024-08-03,Sports,Yoga Mat,10,$45.30,5%,$430.35,$10.25,$223.02,East,Alice,CUST0120,No
2024-08-03,Electronics,Smartphone,3,$364.19,0%,"$1,092.57",$23.35,$407.47,North,Grace,CUST0083,No
2024-08-04,Furniture,Standing Desk,13,$564.47,0%,"$7,338.11",$32.93,"$4,308.29",South,Alice,CUST0067,No
2024-08-04,Groceries,Pasta,3,$2.14,10%,$5.78,$36.88,-$34.44,West,Hank,CUST0092,No
2024-08-04,Groceries,Chocolate,20,$4.58,20%,$73.28,$8.80,$26.47,Central,Eve,CUST0046,Yes
2024-08-05,Groceries,Pasta,4,$3.52,20%,$11.26,$41.74,-$35.29,Central,Alice,CUST0013,No
2024-08-05,Electronics,Laptop,11,"$1,482.25",0%,"$16,304.75",$44.76,"$8,844.82",North,Diana,CUST0013,No
2024-08-05,Clothing,T-Shirt,12,$33.26,10%,$359.21,$45.23,$152.60,North,Eve,CUST0069,No
2024-08-06,Clothing,Jacket,16,$77.34,15%,"$1,051.82",$6.53,$331.28,West,Frank,CUST0126,Yes
2024-08-06,Sports,Dumbbells,7,$147.06,20%,$823.54,$17.61,$343.49,North,Alice,CUST0067,Yes
2024-08-07,Clothing,Jeans,7,$107.45,0%,$752.15,$34.21,$309.16,West,Bob,CUST0038,No
2024-08-07,Groceries,Olive Oil,16,$12.81,0%,$204.96,$17.56,$99.43,East,Diana,CUST0135,No
2024-08-07,Clothing,Dress,5,$35.07,0%,$175.35,$21.00,$76.17,West,Frank,CUST0139,No
2024-08-07,Sports,Yoga Mat,20,$34.12,20%,$545.92,$5.98,$272.46,North,Diana,CUST0092,Yes
2024-08-07,Sports,Bicycle Helmet,4,$93.95,0%,$375.80,$39.42,$106.69,East,Hank,CUST0052,Yes
2024-08-08,Electronics,Smartphone,12,$678.80,15%,"$6,923.76",$42.65,"$2,970.61",East,Hank,CUST0017,No
2024-08-08,Clothing,Sneakers,11,$166.55,10%,"$1,648.85",$29.32,$861.33,West,Eve,CUST0028,No
2024-08-08,Sports,Tennis Racket,13,$143.56,0%,"$1,866.28",$29.62,$797.21,West,Hank,CUST0124,No
2024-08-08,Clothing,Jacket,13,$199.29,0%,"$2,590.77",$23.27,"$1,370.61",East,Diana,CUST0108,Yes
2024-08-09,Sports,Bicycle Helmet,5,$42.23,0%,$211.15,$14.91,$89.32,Central,Grace,CUST0097,No
2024-08-09,Sports,Running Shoes,19,$157.05,0%,"$2,983.95",$49.75,"$1,276.73",East,Frank,CUST0183,No
2024-08-09,Furniture,Dining Table,9,$906.68,0%,"$8,160.12",$27.02,"$4,110.40",East,Diana,CUST0128,No
2024-08-09,Groceries,Coffee Beans,2,$14.04,10%,$25.27,$22.78,-$9.51,North,Grace,CUST0087,No
2024-08-09,Groceries,Cheese,15,$8.21,20%,$98.52,$15.34,$39.48,South,Carlos,CUST0042,Yes
2024-08-10,Clothing,Sneakers,7,$86.97,0%,$608.79,$37.69,$223.69,Central,Alice,CUST0119,Yes
2024-08-11,Sports,Tennis Racket,9,$172.78,0%,"$1,555.02",$27.12,$807.59,North,Bob,CUST0133,No
2024-08-11,Electronics,Monitor,5,$218.57,5%,"$1,038.21",$34.46,$412.81,East,Frank,CUST0043,No
2024-08-11,Furniture,Dining Table,16,$483.74,0%,"$7,739.84",$9.76,"$2,849.24",North,Hank,CUST0184,No
2024-08-12,Groceries,Coffee Beans,1,$23.63,15%,$20.09,$5.34,$2.90,East,Grace,CUST0071,Yes
2024-08-12,Clothing,T-Shirt,5,$30.86,15%,$131.16,$12.96,$41.38,Central,Bob,CUST0178,No
2024-08-12,Groceries,Coffee Beans,7,$11.55,5%,$76.81,$19.16,$21.58,East,Hank,CUST0034,No
2024-08-13,Sports,Running Shoes,19,$105.15,15%,"$1,698.17",$25.66,$698.68,Central,Hank,CUST0026,No
2024-08-13,Clothing,Dress,18,$47.23,0%,$850.14,$47.30,$438.02,Central,Bob,CUST0141,No
2024-08-13,Sports,Bicycle Helmet,5,$75.05,0%,$375.25,$26.34,$181.94,West,Hank,CUST0069,Yes
2024-08-13,Electronics,Tablet,8,$313.89,15%,"$2,134.45",$22.39,"$1,130.24",Central,Hank,CUST0014,No
2024-08-14,Sports,Bicycle Helmet,4,$65.51,0%,$262.04,$17.53,$63.35,East,Alice,CUST0155,No
2024-08-14,Clothing,Sneakers,20,$130.94,10%,"$2,356.92",$6.26,"$1,018.21",North,Grace,CUST0073,No
2024-08-15,Sports,Tennis Racket,16,$199.22,0%,"$3,187.52",$26.48,"$1,072.89",West,Eve,CUST0165,No
2024-08-15,Electronics,Smartphone,17,$490.95,0%,"$8,346.15",$42.06,"$4,735.99",East,Alice,CUST0107,No
2024-08-15,Electronics,Monitor,19,$468.63,20%,"$7,123.18",$11.93,"$2,709.37",West,Frank,CUST0130,No
2024-08-16,Furniture,Bookshelf,12,$192.38,20%,"$1,846.85",$39.55,$806.08,East,Frank,CUST0159,No
2024-08-16,Sports,Bicycle Helmet,8,$31.32,0%,$250.56,$23.08,$107.80,East,Hank,CUST0168,No
2024-08-16,Groceries,Pasta,3,$6.70,10%,$18.09,$14.82,-$9.24,East,Frank,CUST0125,No
2024-08-16,Furniture,Bookshelf,15,$238.52,10%,"$3,220.02",$18.83,"$1,667.27",West,Eve,CUST0025,No
2024-08-16,Clothing,Jeans,1,$66.70,10%,$60.03,$7.23,$12.11,South,Alice,CUST0047,No
2024-08-16,Clothing,Jacket,17,$231.65,10%,"$3,544.25",$37.14,"$1,344.74",West,Hank,CUST0167,Yes
2024-08-16,Sports,Bicycle Helmet,17,$83.38,0%,"$1,417.46",$10.43,$833.69,North,Bob,CUST0122,No
2024-08-18,Groceries,Olive Oil,10,$14.02,0%,$140.20,$27.25,$42.87,West,Diana,CUST0175,No
2024-08-19,Electronics,Monitor,8,$483.40,0%,"$3,867.20",$5.39,"$1,264.77",North,Bob,CUST0106,No
2024-08-19,Electronics,Webcam,16,$114.67,0%,"$1,834.72",$9.33,$737.02,West,Alice,CUST0186,No
2024-08-20,Electronics,Monitor,10,$408.30,10%,"$3,674.70",$36.43,"$1,397.67",South,Hank,CUST0106,No
2024-08-20,Electronics,Tablet,3,$292.96,15%,$747.05,$44.37,$237.15,West,Alice,CUST0146,Yes
2024-08-21,Groceries,Chocolate,19,$9.03,0%,$171.57,$49.09,$8.36,Central,Alice,CUST0010,No
2024-08-21,Groceries,Pasta,16,$6.00,0%,$96.00,$28.66,$7.48,North,Frank,CUST0105,No
2024-08-21,Furniture,Sofa,1,$431.26,10%,$388.13,$34.96,$164.07,South,Carlos,CUST0199,No
2024-08-21,Clothing,Dress,9,$108.90,15%,$833.09,$34.54,$340.49,South,Bob,CUST0177,No
2024-08-22,Sports,Tennis Racket,19,$95.24,5%,"$1,719.08",$41.70,$589.36,North,Carlos,CUST0071,Yes
